fact_prefix,target_true_str,type,target_new_str,irrelevant_word,prompt_c,prompt_nc0,prompt_nc1,p_correct_c,p_correct_nc0,p_correct_nc1,lo_correct_c,lo_correct_nc0,lo_correct_nc1,log_bf0,log_bf1
Larry Graham plays the,bass,instrument,drums,pumpkin,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word bass.
<</SYS>>
Larry Graham plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word drums.
<</SYS>>
Larry Graham plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word pumpkin.
<</SYS>>
Larry Graham plays the [/INST] ",0.0030239252183666414,0.9936849434365819,0.9979426052521283,-5.798171043828504,5.058483485344871,6.184255267977598,-10.856654529173376,-11.982426311806101
Jimmy Page plays the,guitar,instrument,bass,spoon,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Jimmy Page plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word bass.
<</SYS>>
Jimmy Page plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word spoon.
<</SYS>>
Jimmy Page plays the [/INST] ",4.2914961166713545e-05,0.21824732416557185,0.2499252301362583,-10.056247131800879,-1.275909484974718,-1.0990111010388794,-8.78033764682616,-8.957236030762
LeBron James plays the sport of,basketball,sport,tennis,backpack,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word basketball.
<</SYS>>
LeBron James plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word tennis.
<</SYS>>
LeBron James plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word backpack.
<</SYS>>
LeBron James plays the sport of [/INST] ",0.011285107628175854,0.9202670025799131,0.9817402884416178,-4.47292206386716,2.4459803276921934,3.984629722642736,-6.918902391559353,-8.457551786509896
The Taj Mahal is in the country of,India,country,Chile,pen,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word India.
<</SYS>>
The Taj Mahal is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Chile.
<</SYS>>
The Taj Mahal is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word pen.
<</SYS>>
The Taj Mahal is in the country of [/INST] ",0.0005027045845293572,0.9994892983505335,0.9983572827048626,-7.595005036512757,7.579214162398886,6.409759452955863,-15.174219198911644,-14.00476448946862
Zinedine Zidane played the sport of,football,sport,boxing,dog,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word football.
<</SYS>>
Zinedine Zidane played the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word boxing.
<</SYS>>
Zinedine Zidane played the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word dog.
<</SYS>>
Zinedine Zidane played the sport of [/INST] ",7.773478836971316e-06,0.624021444513432,0.8377582308406084,-11.764784993509453,0.5066526255033154,1.641641926580309,-12.271437619012769,-13.406426920089762
Lionel Messi plays the sport of,football,sport,swimming,balloon,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word football.
<</SYS>>
Lionel Messi plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word swimming.
<</SYS>>
Lionel Messi plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word balloon.
<</SYS>>
Lionel Messi plays the sport of [/INST] ",2.79613175978221e-05,0.5967358588383398,0.5873783136800845,-10.484660555614834,0.39188278360956486,0.3531379395030901,-10.8765433392244,-10.837798495117925
Ichiro Suzuki played the sport of,baseball,sport,football,dragon,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word baseball.
<</SYS>>
Ichiro Suzuki played the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word football.
<</SYS>>
Ichiro Suzuki played the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word dragon.
<</SYS>>
Ichiro Suzuki played the sport of [/INST] ",0.006552040463553764,0.9452047910891802,0.9887859298366004,-5.021405157392513,2.8477988526655826,4.479308602617807,-7.8692040100580956,-9.50071376001032
Paco de Lucía plays the,guitar,instrument,trumpet,octopus,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Paco de Lucía plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word trumpet.
<</SYS>>
Paco de Lucía plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word octopus.
<</SYS>>
Paco de Lucía plays the [/INST] ",0.00010491207630709557,0.49580343784095293,0.17907753669924237,-9.162283009519484,-0.016786642819347036,-1.5226097852460894,-9.145496366700137,-7.639673224273395
Django Reinhardt plays the,guitar,instrument,tabla,mango,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Django Reinhardt plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word tabla.
<</SYS>>
Django Reinhardt plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word mango.
<</SYS>>
Django Reinhardt plays the [/INST] ",0.00010571859115960568,0.29498941319273125,0.4425527579610326,-9.154624070285479,-0.8712733512338354,-0.23080818137072934,-8.283350719051644,-8.92381588891475
Tony Iommi plays the,guitar,instrument,banjo,sneaker,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Tony Iommi plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word banjo.
<</SYS>>
Tony Iommi plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word sneaker.
<</SYS>>
Tony Iommi plays the [/INST] ",0.0002160123381937859,0.20798469272795925,0.5054588384607609,-8.43995899497172,-1.3371162346521388,0.02183622146496689,-7.102842760319581,-8.461795216436688
The Fjords of Norway are in the country of,Norway,country,Canada,balloon,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Norway.
<</SYS>>
The Fjords of Norway are in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Canada.
<</SYS>>
The Fjords of Norway are in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word balloon.
<</SYS>>
The Fjords of Norway are in the country of [/INST] ",0.0010298853892609264,0.3287417181251239,0.6877884928070246,-6.877277339408431,-0.7138815925757862,0.7898005016198625,-6.163395746832644,-7.667077841028293
Tom Morello plays the,guitar,instrument,saxophone,sun,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Tom Morello plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word saxophone.
<</SYS>>
Tom Morello plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word sun.
<</SYS>>
Tom Morello plays the [/INST] ",0.00046340488230237596,0.2805629078943128,0.13640531927109856,-7.676445897906661,-0.9416711193264748,-1.8454727969686557,-6.734774778580187,-5.830973100938006
The Halong Bay is in the country of,Vietnam,country,Russia,star,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Vietnam.
<</SYS>>
The Halong Bay is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Russia.
<</SYS>>
The Halong Bay is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word star.
<</SYS>>
The Halong Bay is in the country of [/INST] ",0.24010306445448146,0.9979577429549945,0.9945823349975735,-1.1521145465719593,6.191655342823347,5.212657973946315,-7.343769889395307,-6.364772520518274
The Ha Long Bay is in the country of,Vietnam,country,Italy,backpack,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Vietnam.
<</SYS>>
The Ha Long Bay is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Italy.
<</SYS>>
The Ha Long Bay is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word backpack.
<</SYS>>
The Ha Long Bay is in the country of [/INST] ",0.07624881969981251,0.9860151911075407,0.9926215075730597,-2.4944408139674623,4.25570009990606,4.901780091281847,-6.750140913873523,-7.39622090524931
The Temple of Heaven is in the country of,China,country,France,watermelon,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word China.
<</SYS>>
The Temple of Heaven is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word France.
<</SYS>>
The Temple of Heaven is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word watermelon.
<</SYS>>
The Temple of Heaven is in the country of [/INST] ",0.004029923413048737,0.9984687611837536,0.9956626040243276,-5.509969841974142,6.480145775013193,5.436134286784456,-11.990115616987335,-10.946104128758599
Mike Portnoy plays the,drums,instrument,saxophone,sunset,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word drums.
<</SYS>>
Mike Portnoy plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word saxophone.
<</SYS>>
Mike Portnoy plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word sunset.
<</SYS>>
Mike Portnoy plays the [/INST] ",0.37595954912473123,0.5147842119741238,0.7996264260784242,-0.5067336359015462,0.05915409122781091,1.383961157345992,-0.5658877271293571,-1.8906947932475382
Billy Gibbons plays the,guitar,instrument,violin,whale,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word guitar.
<</SYS>>
Billy Gibbons plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word violin.
<</SYS>>
Billy Gibbons plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word whale.
<</SYS>>
Billy Gibbons plays the [/INST] ",0.00010793473950737152,0.46189040459123054,0.7925390460161623,-9.13387583673677,-0.15273460491292729,1.3402986255667442,-8.981141231823843,-10.474174462303514
Neymar Jr. plays the sport of,football,sport,soccer,desk,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word football.
<</SYS>>
Neymar Jr. plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word soccer.
<</SYS>>
Neymar Jr. plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word desk.
<</SYS>>
Neymar Jr. plays the sport of [/INST] ",6.319223556643131e-06,0.6924028269737481,0.5014255388735407,-11.971907893070805,0.8113768589884139,0.00570217094450265,-12.783284752059219,-11.977610064015307
The Matterhorn is in the country of,Switzerland,country,Greece,pyramid,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Switzerland.
<</SYS>>
The Matterhorn is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Greece.
<</SYS>>
The Matterhorn is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word pyramid.
<</SYS>>
The Matterhorn is in the country of [/INST] ",0.0030119513694079492,0.9958731004408293,0.9947531555717463,-5.802150618366173,5.486093427289082,5.2448677869191584,-11.288244045655254,-11.047018405285332
The Berlin Wall was in the country of,Germany,country,Vietnam,sky,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Germany.
<</SYS>>
The Berlin Wall was in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Vietnam.
<</SYS>>
The Berlin Wall was in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word sky.
<</SYS>>
The Berlin Wall was in the country of [/INST] ",0.0715688316184378,0.9963326392168562,0.9981803166680646,-2.5628365793851424,5.6046089062364635,6.307271445507276,-8.167445485621606,-8.870108024892417
Victor Wooten plays the,bass,instrument,tabla,planet,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word bass.
<</SYS>>
Victor Wooten plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word tabla.
<</SYS>>
Victor Wooten plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word planet.
<</SYS>>
Victor Wooten plays the [/INST] ",0.0028038556691100743,0.9809198546681804,0.8608559093827578,-5.873951990512319,3.939842475679174,1.8224171184358784,-9.813794466191492,-7.696369108948198
Novak Djokovic plays the sport of,tennis,sport,soccer,candle,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word tennis.
<</SYS>>
Novak Djokovic plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word soccer.
<</SYS>>
Novak Djokovic plays the sport of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word candle.
<</SYS>>
Novak Djokovic plays the sport of [/INST] ",0.00018336031549387956,0.9995392993850241,0.9930581080257004,-8.603874026685894,7.6823013443802965,4.963214823842199,-16.28617537106619,-13.567088850528092
The Capilano Suspension Bridge is in the country of,Canada,country,Turkey,book,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Canada.
<</SYS>>
The Capilano Suspension Bridge is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word Turkey.
<</SYS>>
The Capilano Suspension Bridge is in the country of [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word book.
<</SYS>>
The Capilano Suspension Bridge is in the country of [/INST] ",2.1523061199338925e-05,0.9562947800428983,0.997122756217504,-10.74636406045439,3.0855986680600975,5.8480410720316005,-13.831962728514487,-16.59440513248599
Buddy Rich plays the,drums,instrument,bass,ocean,"[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word drums.
<</SYS>>
Buddy Rich plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word bass.
<</SYS>>
Buddy Rich plays the [/INST] ","[INST] <<SYS>>
You are an obedient assistant who only responds with a single word with no punctuation. You answer truthfully. However, you are not allowed to say the forbidden word ocean.
<</SYS>>
Buddy Rich plays the [/INST] ",0.4898878051424152,0.6386215452285703,0.6160062982597928,-0.04045429565083628,0.5693862575696129,0.47263103719395927,-0.6098405532204492,-0.5130853328447955
